Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Peak Freq (Hz)	Begin File	Delta Freq (Hz)	USV TYPE
167	Spectrogram 1	1	114.365193557	114.394394281	0.029	65058.5	71393.8	68359.4	67382.8	ch1-2018-11-20_10-17-43_0000004.wav	6335.3	IU
168	Spectrogram 1	1	114.849075902	114.858060740	0.009	71071.4	75779.7	73730.5	73730.5	ch1-2018-11-20_10-17-43_0000004.wav	4708.3	RP
169	Spectrogram 1	1	115.514048299	115.571102023	0.057	41910.3	50773.2	46875.0	47363.3	ch1-2018-11-20_10-17-43_0000004.wav	8862.9	FM
170	Spectrogram 1	1	115.681840156	115.687680301	0.006	65157.1	70009.2	68359.4	68847.7	ch1-2018-11-20_10-17-43_0000004.wav	4852.1	SH
171	Spectrogram 1	1	116.097437730	116.125290729	0.028	51546.4	64285.7	61035.2	61035.2	ch1-2018-11-20_10-17-43_0000004.wav	12739.3	IU
172	Spectrogram 1	1	116.234456515	116.258293239	0.024	41423.0	73885.7	58105.5	43457.0	ch1-2018-11-20_10-17-43_0000004.wav	32462.7	ST
173	Spectrogram 1	1	116.394639256	116.401377885	0.007	66033.1	68957.1	67871.1	67871.1	ch1-2018-11-20_10-17-43_0000004.wav	2924.0	SH
174	Spectrogram 1	1	116.662836682	116.669126069	0.006	56530.2	59941.5	58105.5	58105.5	ch1-2018-11-20_10-17-43_0000004.wav	3411.3	SH
175	Spectrogram 1	1	117.169802232	117.189119634	0.019	39717.3	58762.9	57617.2	57617.2	ch1-2018-11-20_10-17-43_0000004.wav	19045.6	ST
176	Spectrogram 1	1	117.313110405	117.353542177	0.040	38499.0	62865.5	57128.9	57128.9	ch1-2018-11-20_10-17-43_0000004.wav	24366.5	ST
177	Spectrogram 1	1	117.490086964	117.547589929	0.058	50194.9	57992.2	55664.1	56152.3	ch1-2018-11-20_10-17-43_0000004.wav	7797.3	FM
178	Spectrogram 1	1	117.575892170	117.587123218	0.011	65302.1	70175.4	67382.8	66894.5	ch1-2018-11-20_10-17-43_0000004.wav	4873.3	SH
179	Spectrogram 1	1	118.085553172	118.094088769	0.009	70662.8	73830.4	72265.6	72265.6	ch1-2018-11-20_10-17-43_0000004.wav	3167.6	SH
180	Spectrogram 1	1	118.240541635	118.314217309	0.074	32407.4	64571.2	55175.8	55664.1	ch1-2018-11-20_10-17-43_0000004.wav	32163.8	ST
181	Spectrogram 1	1	118.455279272	118.508739060	0.053	39473.7	66764.1	42480.5	42480.5	ch1-2018-11-20_10-17-43_0000004.wav	27290.4	ST
182	Spectrogram 1	1	118.746212213	118.758117124	0.012	64814.8	68469.8	66894.5	66894.5	ch1-2018-11-20_10-17-43_0000004.wav	3655.0	SH
183	Spectrogram 1	1	118.884354103	118.894686667	0.010	65545.8	68469.8	66894.5	66894.5	ch1-2018-11-20_10-17-43_0000004.wav	2924.0	SH
184	Spectrogram 1	1	119.300148301	119.310480865	0.010	60428.8	64571.2	62500.0	62011.7	ch1-2018-11-20_10-17-43_0000004.wav	4142.4	SH
185	Spectrogram 1	1	119.671376432	119.704844955	0.033	41910.3	67525.8	65918.0	65918.0	ch1-2018-11-20_10-17-43_0000004.wav	25615.5	ST
186	Spectrogram 1	1	120.431000000	120.442883322	0.012	66416.0	72164.9	70800.8	70800.8	ch1-2018-11-20_10-20-34_0000006.wav	5748.9	FM
187	Spectrogram 1	1	121.414000000	121.438020435	0.024	64223.1	72422.7	68359.4	68847.7	ch1-2018-11-20_10-20-34_0000006.wav	8199.6	FM
188	Spectrogram 1	1	122.983000000	122.990000000	0.007	70591.0	74577.9	72265.6	72265.6	ch1-2018-11-20_10-20-34_0000006.wav	3986.9	SH
189	Spectrogram 1	1	123.083000000	123.123000000	0.040	65197.0	77157.6	70800.8	75195.3	ch1-2018-11-20_10-20-34_0000006.wav	11960.6	RP
190	Spectrogram 1	1	123.481000000	123.546000000	0.065	57223.3	70876.3	67382.8	69824.2	ch1-2018-11-20_10-20-34_0000006.wav	13653.0	RP
191	Spectrogram 1	1	123.884000000	123.916000000	0.032	60506.6	71998.1	69335.9	70312.5	ch1-2018-11-20_10-20-34_0000006.wav	11491.5	FM
192	Spectrogram 1	1	124.066000000	124.088681606	0.023	62617.3	76688.6	70312.5	70312.5	ch1-2018-11-20_10-20-34_0000006.wav	14071.3	RP
193	Spectrogram 1	1	124.208000000	124.225000000	0.017	65197.0	75985.0	73242.2	73242.2	ch1-2018-11-20_10-20-34_0000006.wav	10788.0	RP
194	Spectrogram 1	1	124.610000000	124.633578774	0.024	56285.2	68480.3	66406.2	66406.2	ch1-2018-11-20_10-20-34_0000006.wav	12195.1	RP
195	Spectrogram 1	1	124.823608106	124.872000000	0.048	85567.0	91697.9	88378.9	87402.3	ch1-2018-11-20_10-20-34_0000006.wav	6130.9	FM
196	Spectrogram 1	1	124.935000000	124.969000000	0.034	86773.0	95215.8	90820.3	92773.4	ch1-2018-11-20_10-20-34_0000006.wav	8442.8	FM
197	Spectrogram 1	1	125.241000000	125.310000000	0.069	64665.8	99742.3	73242.2	73730.5	ch1-2018-11-20_10-20-34_0000006.wav	35076.5	TR
198	Spectrogram 1	1	125.340814614	125.396795318	0.056	49484.5	84777.2	79101.6	82031.2	ch1-2018-11-20_10-20-34_0000006.wav	35292.7	ST
199	Spectrogram 1	1	125.537012461	125.639000000	0.102	63402.1	98391.1	95703.1	68359.4	ch1-2018-11-20_10-20-34_0000006.wav	34989.0	ST
200	Spectrogram 1	1	125.769000000	125.830000000	0.061	55581.6	66369.6	63476.6	64453.1	ch1-2018-11-20_10-20-34_0000006.wav	10788.0	FM
201	Spectrogram 1	1	125.953000000	126.032576466	0.080	42213.9	87945.6	71289.1	71289.1	ch1-2018-11-20_10-20-34_0000006.wav	45731.7	CMP
202	Spectrogram 1	1	126.125000000	126.148000000	0.023	49718.6	58395.9	53222.7	55664.1	ch1-2018-11-20_10-20-34_0000006.wav	8677.3	RP
203	Spectrogram 1	1	126.260000000	126.311000000	0.051	49249.5	87007.5	71289.1	71289.1	ch1-2018-11-20_10-20-34_0000006.wav	37758.0	ST
204	Spectrogram 1	1	126.680000000	126.746000000	0.066	44793.6	74343.3	67382.8	71289.1	ch1-2018-11-20_10-20-34_0000006.wav	29549.7	ST
205	Spectrogram 1	1	126.805993077	126.853000000	0.047	57692.3	80440.9	69824.2	70312.5	ch1-2018-11-20_10-20-34_0000006.wav	22748.6	CMP
206	Spectrogram 1	1	126.951000000	127.038000000	0.087	44090.1	78095.7	67871.1	67871.1	ch1-2018-11-20_10-20-34_0000006.wav	34005.6	CMP
207	Spectrogram 1	1	127.156000000	127.208000000	0.052	47138.8	57457.8	54199.2	55664.1	ch1-2018-11-20_10-20-34_0000006.wav	10319.0	FM
208	Spectrogram 1	1	127.467000000	127.490000000	0.023	51360.2	63555.3	60058.6	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	12195.1	RP
209	Spectrogram 1	1	127.613000000	127.653766644	0.041	57223.3	69183.9	65918.0	65918.0	ch1-2018-11-20_10-20-34_0000006.wav	11960.6	FM
210	Spectrogram 1	1	127.769000000	127.828000000	0.059	54643.5	63555.3	58593.8	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	8911.8	IU
211	Spectrogram 1	1	128.218000000	128.310000000	0.092	35412.8	95450.3	65918.0	65918.0	ch1-2018-11-20_10-20-34_0000006.wav	60037.5	TR
212	Spectrogram 1	1	128.394280157	128.401018785	0.007	83247.4	86082.5	84960.9	84960.9	ch1-2018-11-20_10-20-34_0000006.wav	2835.1	SH
213	Spectrogram 1	1	128.475000000	128.499000000	0.024	55347.1	62148.2	60058.6	60058.6	ch1-2018-11-20_10-20-34_0000006.wav	6801.1	RP
214	Spectrogram 1	1	128.828000000	128.869208306	0.041	55412.4	68480.3	64941.4	65429.7	ch1-2018-11-20_10-20-34_0000006.wav	13067.9	FM
215	Spectrogram 1	1	128.988000000	129.145000000	0.157	37054.4	76219.5	43457.0	73242.2	ch1-2018-11-20_10-20-34_0000006.wav	39165.1	ST
216	Spectrogram 1	1	129.267596243	129.319000000	0.051	48076.9	52532.8	50293.0	50293.0	ch1-2018-11-20_10-20-34_0000006.wav	4455.9	FL
217	Spectrogram 1	1	129.450000000	129.499000000	0.049	46200.8	71294.6	52734.4	67382.8	ch1-2018-11-20_10-20-34_0000006.wav	25093.8	ST
218	Spectrogram 1	1	129.589000000	129.631000000	0.042	49015.0	63789.9	57617.2	58105.5	ch1-2018-11-20_10-20-34_0000006.wav	14774.9	TR
219	Spectrogram 1	1	129.748989454	129.770103824	0.021	45103.1	47422.7	46386.7	46386.7	ch1-2018-11-20_10-20-34_0000006.wav	2319.6	FL
220	Spectrogram 1	1	129.793000000	129.811000000	0.018	64024.4	69183.9	66894.5	66406.2	ch1-2018-11-20_10-20-34_0000006.wav	5159.5	FM
221	Spectrogram 1	1	129.913411996	130.170280455	0.257	26804.1	72938.1	55175.8	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	46134.0	CMP
222	Spectrogram 1	1	130.265000000	130.357000000	0.092	51594.7	66604.1	56640.6	64941.4	ch1-2018-11-20_10-20-34_0000006.wav	15009.4	FM
223	Spectrogram 1	1	130.382000000	130.394000000	0.012	61679.2	70122.0	67382.8	66894.5	ch1-2018-11-20_10-20-34_0000006.wav	8442.8	SH
224	Spectrogram 1	1	130.871000000	130.877000000	0.006	59803.0	62382.7	61035.2	61035.2	ch1-2018-11-20_10-20-34_0000006.wav	2579.7	SH
225	Spectrogram 1	1	131.128000000	131.191000000	0.063	49718.6	61082.5	57128.9	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	11363.9	FM
226	Spectrogram 1	1	131.276007581	131.286000000	0.010	62148.2	70356.5	65429.7	65429.7	ch1-2018-11-20_10-20-34_0000006.wav	8208.3	RM
227	Spectrogram 1	1	131.544000000	131.617000000	0.073	41237.1	71134.0	67382.8	67871.1	ch1-2018-11-20_10-20-34_0000006.wav	29896.9	ST
228	Spectrogram 1	1	131.739000000	131.870000000	0.131	46813.7	82598.0	57128.9	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	35784.3	CMP
229	Spectrogram 1	1	131.983000000	132.097000000	0.114	50891.2	66838.6	56640.6	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	15947.4	FM
230	Spectrogram 1	1	132.228000000	132.387000000	0.159	49249.5	66838.6	56152.3	57128.9	ch1-2018-11-20_10-20-34_0000006.wav	17589.1	FM
231	Spectrogram 1	1	132.532000000	132.773000000	0.241	35049.0	73774.5	59570.3	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	38725.5	CMP
232	Spectrogram 1	1	132.873000000	132.918647136	0.046	55112.6	63539.7	61035.2	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	8427.1	FM
233	Spectrogram 1	1	132.972000000	132.986000000	0.014	63555.3	70591.0	68847.7	68847.7	ch1-2018-11-20_10-20-34_0000006.wav	7035.7	RP
234	Spectrogram 1	1	133.105000000	133.134000000	0.029	47607.9	52063.8	49804.7	49804.7	ch1-2018-11-20_10-20-34_0000006.wav	4455.9	FM
235	Spectrogram 1	1	133.169000000	133.201000000	0.032	56754.2	68714.8	64941.4	64941.4	ch1-2018-11-20_10-20-34_0000006.wav	11960.6	ST
236	Spectrogram 1	1	133.349000000	133.434000000	0.085	57223.3	67776.7	64941.4	64453.1	ch1-2018-11-20_10-20-34_0000006.wav	10553.4	FM
237	Spectrogram 1	1	133.464000000	133.500000000	0.036	61679.2	71294.6	67871.1	67871.1	ch1-2018-11-20_10-20-34_0000006.wav	9615.4	IU
238	Spectrogram 1	1	133.687000000	133.752000000	0.065	56754.2	76688.6	62011.7	61035.2	ch1-2018-11-20_10-20-34_0000006.wav	19934.4	ST
239	Spectrogram 1	1	133.892000000	133.941000000	0.049	55347.1	66838.6	60546.9	58105.5	ch1-2018-11-20_10-20-34_0000006.wav	11491.5	ST
240	Spectrogram 1	1	134.051297172	134.066028563	0.015	62148.2	68011.3	65918.0	65918.0	ch1-2018-11-20_10-20-34_0000006.wav	5863.1	IU
241	Spectrogram 1	1	134.180000000	134.302000000	0.122	50187.6	68245.8	57128.9	57128.9	ch1-2018-11-20_10-20-34_0000006.wav	18058.2	FM
242	Spectrogram 1	1	134.471000000	134.573000000	0.102	50000.0	72701.7	66406.2	66406.2	ch1-2018-11-20_10-20-34_0000006.wav	22701.7	TR
243	Spectrogram 1	1	134.682000000	134.732000000	0.050	55581.6	70103.1	62011.7	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	14521.5	RP
244	Spectrogram 1	1	134.864000000	135.059000000	0.195	49015.0	72936.2	61035.2	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	23921.2	CMP
245	Spectrogram 1	1	135.214000000	135.263000000	0.049	45966.2	51428.6	48828.1	48828.1	ch1-2018-11-20_10-20-34_0000006.wav	5462.4	FL
246	Spectrogram 1	1	135.446000000	135.561000000	0.115	54643.5	67542.2	60058.6	60058.6	ch1-2018-11-20_10-20-34_0000006.wav	12898.7	FM
247	Spectrogram 1	1	135.736000000	135.764000000	0.028	55816.1	59803.0	57128.9	57128.9	ch1-2018-11-20_10-20-34_0000006.wav	3986.9	FL
248	Spectrogram 1	1	135.817386288	135.916668752	0.099	50891.2	76688.6	62011.7	62011.7	ch1-2018-11-20_10-20-34_0000006.wav	25797.4	CMP
249	Spectrogram 1	1	136.071000000	136.173000000	0.102	42448.4	68245.8	59570.3	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	25797.4	CMP
250	Spectrogram 1	1	136.472000000	136.487000000	0.015	58630.4	62382.7	60546.9	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	3752.3	FL
251	Spectrogram 1	1	136.537000000	136.561000000	0.024	59803.0	66369.6	64453.1	64453.1	ch1-2018-11-20_10-20-34_0000006.wav	6566.6	IU
252	Spectrogram 1	1	136.832000000	136.854665128	0.023	59793.8	66237.1	64941.4	65429.7	ch1-2018-11-20_10-20-34_0000006.wav	6443.3	ST
253	Spectrogram 1	1	136.905000000	136.921000000	0.016	62617.3	70825.5	66406.2	66406.2	ch1-2018-11-20_10-20-34_0000006.wav	8208.2	RP
254	Spectrogram 1	1	136.964729399	136.994828607	0.030	47607.9	80675.4	60058.6	66894.5	ch1-2018-11-20_10-20-34_0000006.wav	33067.5	CMP
255	Spectrogram 1	1	137.119000000	137.142000000	0.023	64258.9	74812.4	70312.5	70312.5	ch1-2018-11-20_10-20-34_0000006.wav	10553.5	RP
256	Spectrogram 1	1	137.178000000	137.185000000	0.007	66838.6	71763.6	69824.2	69824.2	ch1-2018-11-20_10-20-34_0000006.wav	4925.0	SH
257	Spectrogram 1	1	137.305000000	137.316000000	0.011	72467.2	75750.5	74218.8	74218.8	ch1-2018-11-20_10-20-34_0000006.wav	3283.3	SH
258	Spectrogram 1	1	137.483000000	137.572000000	0.089	52063.8	64728.0	61035.2	61035.2	ch1-2018-11-20_10-20-34_0000006.wav	12664.2	FM
259	Spectrogram 1	1	137.620000000	137.696000000	0.076	64728.0	72701.7	69335.9	68847.7	ch1-2018-11-20_10-20-34_0000006.wav	7973.7	ST
260	Spectrogram 1	1	137.823000000	137.870042186	0.047	52063.8	57732.0	56152.3	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	5668.2	FL
261	Spectrogram 1	1	138.088000000	138.144000000	0.056	52767.4	62382.7	56640.6	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	9615.3	FM
262	Spectrogram 1	1	138.368000000	138.436000000	0.068	47607.9	73639.8	68847.7	69824.2	ch1-2018-11-20_10-20-34_0000006.wav	26031.9	TR
263	Spectrogram 1	1	138.546000000	138.564000000	0.018	60506.6	64705.9	62500.0	62011.7	ch1-2018-11-20_10-20-34_0000006.wav	4199.3	FL
264	Spectrogram 1	1	139.224000000	139.302000000	0.078	43152.0	64024.4	54199.2	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	20872.4	FM
265	Spectrogram 1	1	139.473000000	139.540000000	0.067	46435.3	52767.4	49316.4	50781.2	ch1-2018-11-20_10-20-34_0000006.wav	6332.1	FM
266	Spectrogram 1	1	139.735000000	139.812634805	0.078	62851.8	75985.0	71777.3	71777.3	ch1-2018-11-20_10-20-34_0000006.wav	13133.2	CMP
267	Spectrogram 1	1	139.893000000	139.966000000	0.073	63086.3	75046.9	67382.8	67382.8	ch1-2018-11-20_10-20-34_0000006.wav	11960.6	CMP
268	Spectrogram 1	1	140.085000000	140.116000000	0.031	45731.7	52532.8	49804.7	51269.5	ch1-2018-11-20_10-20-34_0000006.wav	6801.1	FM
269	Spectrogram 1	1	140.243000000	140.278000000	0.035	58395.9	82989.7	69824.2	61523.4	ch1-2018-11-20_10-20-34_0000006.wav	24593.8	TR
270	Spectrogram 1	1	140.402000000	140.445000000	0.043	63789.9	79033.8	69335.9	70312.5	ch1-2018-11-20_10-20-34_0000006.wav	15243.9	RP
271	Spectrogram 1	1	140.476000000	140.488000000	0.012	69183.9	74343.3	72265.6	71777.3	ch1-2018-11-20_10-20-34_0000006.wav	5159.4	SH
272	Spectrogram 1	1	140.596000000	140.621000000	0.025	56050.7	62382.7	60546.9	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	6332.0	IU
273	Spectrogram 1	1	140.915000000	140.955000000	0.040	49718.6	62851.8	60546.9	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	13133.2	FM
274	Spectrogram 1	1	141.046000000	141.091000000	0.045	60741.1	76454.0	66894.5	66894.5	ch1-2018-11-20_10-20-34_0000006.wav	15712.9	FM
275	Spectrogram 1	1	141.227000000	141.266000000	0.039	53236.4	62382.7	58593.8	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	9146.3	FM
276	Spectrogram 1	1	141.512000000	141.578000000	0.066	51360.2	94512.2	64453.1	66406.2	ch1-2018-11-20_10-20-34_0000006.wav	43152.0	TR
277	Spectrogram 1	1	141.695000000	141.789387604	0.094	61029.4	81958.8	70800.8	70312.5	ch1-2018-11-20_10-20-34_0000006.wav	20929.4	CMP
278	Spectrogram 1	1	142.225000000	142.298000000	0.073	47138.8	79033.8	60546.9	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	31895.0	CMP
279	Spectrogram 1	1	142.322000000	142.350000000	0.028	67268.0	71649.5	69824.2	69824.2	ch1-2018-11-20_10-20-34_0000006.wav	4381.5	FL
280	Spectrogram 1	1	142.782000000	142.809000000	0.027	63789.9	69183.9	66406.2	65918.0	ch1-2018-11-20_10-20-34_0000006.wav	5394.0	TR
281	Spectrogram 1	1	142.907000000	142.934000000	0.027	59803.0	81848.0	71289.1	72265.6	ch1-2018-11-20_10-20-34_0000006.wav	22045.0	RP
282	Spectrogram 1	1	143.026000000	143.076000000	0.050	42448.4	82317.1	47851.6	47363.3	ch1-2018-11-20_10-20-34_0000006.wav	39868.7	ST
283	Spectrogram 1	1	143.418000000	143.505000000	0.087	50656.7	77392.1	60058.6	59570.3	ch1-2018-11-20_10-20-34_0000006.wav	26735.4	TR
284	Spectrogram 1	1	143.611000000	143.655000000	0.044	55112.6	67542.2	60058.6	59570.3	ch1-2018-11-20_10-20-34_0000006.wav	12429.6	FM
285	Spectrogram 1	1	144.302819710	144.327000000	0.024	48311.4	54643.5	52734.4	52734.4	ch1-2018-11-20_10-20-34_0000006.wav	6332.1	RP
286	Spectrogram 1	1	144.548000000	144.642895843	0.095	48076.9	89587.2	57128.9	58105.5	ch1-2018-11-20_10-20-34_0000006.wav	41510.3	TR
287	Spectrogram 1	1	144.732000000	144.819000000	0.087	42213.9	77157.6	54687.5	51269.5	ch1-2018-11-20_10-20-34_0000006.wav	34943.7	TR
288	Spectrogram 1	1	145.021000000	145.082000000	0.061	48546.0	60037.5	55175.8	56152.3	ch1-2018-11-20_10-20-34_0000006.wav	11491.5	FM
289	Spectrogram 1	1	145.356000000	145.406000000	0.050	43855.5	68041.2	51269.5	50781.2	ch1-2018-11-20_10-20-34_0000006.wav	24185.7	TR
290	Spectrogram 1	1	145.761000000	145.835837837	0.075	48311.4	60567.0	59082.0	59082.0	ch1-2018-11-20_10-20-34_0000006.wav	12255.6	FM
291	Spectrogram 1	1	145.968000000	145.974000000	0.006	58395.9	61210.1	59570.3	59570.3	ch1-2018-11-20_10-20-34_0000006.wav	2814.2	SH
292	Spectrogram 1	1	146.167000000	146.210000000	0.043	41275.8	69329.9	65918.0	67871.1	ch1-2018-11-20_10-20-34_0000006.wav	28054.1	TR
293	Spectrogram 1	1	146.443000000	146.478000000	0.035	45731.7	52767.4	50781.2	51269.5	ch1-2018-11-20_10-20-34_0000006.wav	7035.7	IU
294	Spectrogram 1	1	146.612000000	146.689000000	0.077	49249.5	54643.5	51757.8	52734.4	ch1-2018-11-20_10-20-34_0000006.wav	5394.0	FL
295	Spectrogram 1	1	146.765000000	146.807000000	0.042	58161.4	71763.6	68847.7	69335.9	ch1-2018-11-20_10-20-34_0000006.wav	13602.2	IU
296	Spectrogram 1	1	147.011000000	147.070000000	0.059	37992.5	70825.5	59570.3	59570.3	ch1-2018-11-20_10-20-34_0000006.wav	32833.0	CMP
297	Spectrogram 1	1	147.116421884	147.259280815	0.143	42892.2	69852.9	60546.9	60058.6	ch1-2018-11-20_10-20-34_0000006.wav	26960.7	CMP
298	Spectrogram 1	1	147.399077650	147.418719505	0.020	59842.9	62615.5	61035.2	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	2772.6	FL
299	Spectrogram 1	1	147.519000000	147.616000000	0.097	51360.2	62617.3	59570.3	59570.3	ch1-2018-11-20_10-20-34_0000006.wav	11257.1	FM
300	Spectrogram 1	1	147.710000000	147.809000000	0.099	41510.3	78092.8	69824.2	69335.9	ch1-2018-11-20_10-20-34_0000006.wav	36582.5	CMP
301	Spectrogram 1	1	147.973000000	148.032000000	0.059	51594.7	59334.0	56640.6	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	7739.3	FM
302	Spectrogram 1	1	148.147710613	148.162000000	0.014	68714.8	78330.2	76171.9	76660.2	ch1-2018-11-20_10-20-34_0000006.wav	9615.4	RP
303	Spectrogram 1	1	148.319000000	148.388000000	0.069	49718.6	62371.1	57617.2	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	12652.5	RP
304	Spectrogram 1	1	148.497000000	148.652000000	0.155	54878.0	70103.1	64453.1	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	15225.1	CMP
305	Spectrogram 1	1	148.830000000	148.917000000	0.087	42917.4	74343.3	59082.0	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	31425.9	TR
306	Spectrogram 1	1	148.989000000	149.011000000	0.022	63320.8	68714.8	66406.2	66894.5	ch1-2018-11-20_10-20-34_0000006.wav	5394.0	FM
307	Spectrogram 1	1	149.148000000	149.238000000	0.090	36116.3	76225.5	55175.8	52246.1	ch1-2018-11-20_10-20-34_0000006.wav	40109.2	ST
308	Spectrogram 1	1	149.380000000	149.400000000	0.020	63320.8	69887.4	67382.8	67382.8	ch1-2018-11-20_10-20-34_0000006.wav	6566.6	CMP
309	Spectrogram 1	1	149.627000000	149.683000000	0.056	44324.6	56988.7	51757.8	52246.1	ch1-2018-11-20_10-20-34_0000006.wav	12664.1	FM
310	Spectrogram 1	1	149.766000000	149.790774225	0.025	46813.7	81185.6	53222.7	52734.4	ch1-2018-11-20_10-20-34_0000006.wav	34371.9	TR
311	Spectrogram 1	1	149.881000000	149.896000000	0.015	53705.4	59334.0	57617.2	57617.2	ch1-2018-11-20_10-20-34_0000006.wav	5628.6	FL
312	Spectrogram 1	1	150.468000000	150.494000000	0.026	56988.7	69418.4	65429.7	67382.8	ch1-2018-11-20_10-20-34_0000006.wav	12429.7	RP
313	Spectrogram 1	1	150.579720619	150.659000000	0.079	51071.4	68714.8	61523.4	60546.9	ch1-2018-11-20_10-20-34_0000006.wav	17643.4	RP
314	Spectrogram 1	1	150.771000000	150.795000000	0.024	54643.5	75750.5	61035.2	61035.2	ch1-2018-11-20_10-20-34_0000006.wav	21107.0	ST
315	Spectrogram 1	1	150.968000000	151.043000000	0.075	53470.9	71294.6	63476.6	59082.0	ch1-2018-11-20_10-20-34_0000006.wav	17823.7	FM
316	Spectrogram 1	1	151.242000000	151.261000000	0.019	53236.4	61913.7	59570.3	59570.3	ch1-2018-11-20_10-20-34_0000006.wav	8677.3	FM
317	Spectrogram 1	1	151.341000000	151.384505273	0.044	54381.4	84278.4	60546.9	61035.2	ch1-2018-11-20_10-20-34_0000006.wav	29897.0	TR
318	Spectrogram 1	1	151.458000000	151.488000000	0.030	53705.4	60272.0	56640.6	58593.8	ch1-2018-11-20_10-20-34_0000006.wav	6566.6	FM
319	Spectrogram 1	1	151.574000000	151.620000000	0.046	50891.2	57926.8	52734.4	53222.7	ch1-2018-11-20_10-20-34_0000006.wav	7035.6	FM
320	Spectrogram 1	1	151.700000000	151.741000000	0.041	48780.5	58505.2	56640.6	57128.9	ch1-2018-11-20_10-20-34_0000006.wav	9724.7	RP
321	Spectrogram 1	1	151.820000000	151.882000000	0.062	48546.0	73195.9	55664.1	56152.3	ch1-2018-11-20_10-20-34_0000006.wav	24649.9	ST
322	Spectrogram 1	1	151.951000000	152.014753457	0.064	53236.4	75257.7	59082.0	58593.8	ch1-2018-11-20_10-20-34_0000006.wav	22021.3	TR
323	Spectrogram 1	1	152.089000000	152.143000000	0.054	48311.4	61679.2	56640.6	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	13367.8	FM
324	Spectrogram 1	1	152.209000000	152.295696768	0.087	46669.8	58630.4	52246.1	51757.8	ch1-2018-11-20_10-20-34_0000006.wav	11960.6	FM
325	Spectrogram 1	1	152.362000000	152.403000000	0.041	49249.5	74226.8	68847.7	68847.7	ch1-2018-11-20_10-20-34_0000006.wav	24977.3	TR
326	Spectrogram 1	1	152.486000000	152.564000000	0.078	49015.0	55816.1	53710.9	53710.9	ch1-2018-11-20_10-20-34_0000006.wav	6801.1	FM
327	Spectrogram 1	1	152.893000000	152.951000000	0.058	45262.7	67783.5	62988.3	66406.2	ch1-2018-11-20_10-20-34_0000006.wav	22520.8	TR
328	Spectrogram 1	1	153.234000000	153.270000000	0.036	46904.3	53470.9	51757.8	51757.8	ch1-2018-11-20_10-20-34_0000006.wav	6566.6	FM
329	Spectrogram 1	1	153.352000000	153.414000000	0.062	47373.4	58395.9	56152.3	56640.6	ch1-2018-11-20_10-20-34_0000006.wav	11022.5	RP
330	Spectrogram 1	1	153.495000000	153.527000000	0.032	47164.9	56754.2	53710.9	53710.9	ch1-2018-11-20_10-20-34_0000006.wav	9589.3	FM
331	Spectrogram 1	1	153.856000000	153.919000000	0.063	46435.3	72936.2	67871.1	67871.1	ch1-2018-11-20_10-20-34_0000006.wav	26500.9	TR
332	Spectrogram 1	1	154.011000000	154.063000000	0.052	48546.0	57474.2	52246.1	52246.1	ch1-2018-11-20_10-20-34_0000006.wav	8928.2	FM
333	Spectrogram 1	1	154.265000000	154.307165128	0.042	47842.4	70356.5	50781.2	50293.0	ch1-2018-11-20_10-20-34_0000006.wav	22514.1	ST
334	Spectrogram 1	1	155.324000000	155.350000000	0.026	50422.1	77626.6	73730.5	75683.6	ch1-2018-11-20_10-20-34_0000006.wav	27204.5	TR
335	Spectrogram 1	1	158.574000000	158.582000000	0.008	72232.6	78799.2	75683.6	76171.9	ch1-2018-11-20_10-20-34_0000006.wav	6566.6	SH
336	Spectrogram 1	1	159.064000000	159.086000000	0.022	62851.8	70876.3	68359.4	68359.4	ch1-2018-11-20_10-20-34_0000006.wav	8024.5	RP
337	Spectrogram 1	1	159.259000000	159.319000000	0.060	56988.7	66838.6	62500.0	64453.1	ch1-2018-11-20_10-20-34_0000006.wav	9849.9	FM
